title,author,publisher,year,status,description,jury_rationale
Streulicht,Deniz Ohde,Suhrkamp Verlag,2020,Shortlist,"Industrieschnee markiert die Grenzen des Orts, eine feine Säure liegt in
der Luft, und hinter der Werksbrücke rauschen die Fertigungshallen, wo
der Vater tagein, tagaus Aluminiumbleche beizt. Hier ist die
Ich-Erzählerin aufgewachsen, hierher kommt sie zurück, als ihre
Kindheitsfreunde heiraten. Und während sie die alten Wege geht, erinnert
sie sich: an den Vater und den erblindeten Großvater, die kaum sprachen,
die keine Veränderungen wollten und nichts wegwerfen konnten, bis nicht
nur der Hausrat, sondern auch die verdrängten Erinnerungen
hervorquollen. An die Mutter, deren Freiheitsdrang in der Enge einer
westdeutschen Arbeiterwohnung erstickte, bis sie in einem kurzen
Aufbegehren die Koffer packte und die Tochter beim trinkenden Vater
ließ. An den frühen Schulabbruch und die Anstrengung, im zweiten Anlauf
Versäumtes nachzuholen, an die Scham und die Angst -- zuerst davor,
nicht zu bestehen, dann davor, als Aufsteigerin auf ihren Platz
zurückverwiesen zu werden.

Wahrhaftig und einfühlsam erkundet Deniz Ohde in ihrem Debütroman die
feinen Unterschiede in unserer Gesellschaft. Satz für Satz spürt sie den
Sollbruchstellen im Leben der Erzählerin nach, den Zuschreibungen und
Erwartungen an sie als Arbeiterkind, der Kluft zwischen
Bildungsversprechen und erfahrener Ungleichheit, der verinnerlichten
Abwertung und dem Versuch, sich davon zu befreien.","Deniz Ohde schreibt mit bestechender Klarheit über einen Teil der
Gesellschaft, der sonst viel zu selten zu Wort kommt. Es ist ein Text
über ein (post-)migrantisches Arbeiter\*innen-Milieu, ein Text über eine
kleine Familie und ihren hoffnungsvollen Wunsch dazu zu gehören in einem
Bildungs- und Leistungssystem, das sein Versprechen von
Chancengleichheit nicht einhalten kann. Dabei lässt Ohde nicht nur eine
Welt und ihre Akteur\*innen plastisch werden, die sonst hinter den Türen
zugerümpelter Mietwohnungen verborgen bleibt, sie schafft es auch, ganz
ohne Klischees und didaktischen Zeigefinger auszukommen."
Blaue Frau,Antje Rávik Strubel,S. Fischer Verlag,2021,Winner,"Adina wuchs im tschechischen Riesengebirge auf und sehnte sich schon als
Kind in die Ferne. In Berlin lernt sie eine Fotografin kennen, die ihr
ein Praktikum in einem Kulturhaus in der Uckermark vermittelt. Von einem
sexuellen Übergriff, den keiner ernst nimmt, unsichtbar gemacht,
strandet Adina nach einer Irrfahrt in Helsinki. Im Hotel begegnet sie
einem estnischen Professor, Abgeordneter der EU, der sich in sie
verliebt. Während er sich für die Menschenrechte stark macht, sucht
Adina einen Ausweg aus dem inneren Exil.","Mit existenzieller Wucht und poetischer Präzision schildert Antje Rávik
Strubel die Flucht einer jungen Frau vor ihren Erinnerungen an eine
Vergewaltigung. Schicht um Schicht legt der aufwühlende Roman das
Geschehene frei. Die Geschichte einer weiblichen Selbstermächtigung
weitet sich zu einer Reflexion über rivalisierende Erinnerungskulturen
in Ost- und Westeuropa und Machtgefälle zwischen den Geschlechtern.

In einer tastenden Erzählbewegung gelingt es Antje Rávik Strubel, das
eigentlich Unaussprechliche einer traumatischen Erfahrung zur Sprache zu
bringen. Im Dialog mit der mythischen Figur der Blauen Frau verdichtet
die Erzählerin ihre eingreifende Poetik: Literatur als fragile
Gegenmacht, die sich Unrecht und Gewalt aller Verzweiflung zum Trotz
entgegenstellt."
Der zweite Jakob,Norbert Gstrein,Carl Hanser Verlag,2021,Shortlist,"Jakob ist bekannt als Schauspieler, doch ihn graust es vor dem
Kommenden. Da fragt ihn seine Tochter: Was ist das Schlimmste, das du je
getan hast? Jakob erinnert sich an einen Filmdreh an der
mexikanisch-amerikanischen Grenze. Die Morde an Frauen und das Elend
dort bekam er bloß distanziert mit -- aber dann war er plötzlich
mittendrin in einem unheimlichen Geschehen. Jakob schämt sich, sehnt
sich in gleißenden Erinnerungen nach dem Glück und fürchtet seine
Vergänglichkeit. Warum ist er kein Original, sondern stets nur „der
zweite Jakob""?","Erzählen ist bei Norbert Gstrein immer auch Nachdenken über das
Erzählen, seine notorischen Unzuverlässigkeiten, seine unvermeidlichen
Leerstellen. In seinem neuen Roman ist ein Schauspieler anlässlich
seines 60. Geburtstags gezwungen, sich selbst und seiner Tochter
Rechenschaft abzulegen und das Stationendrama seiner Biografie in eine
finale Fassung zu bringen. Auf meisterhafte Weise demonstriert der
Roman, wie sich die Komplexität eines Lebens, das geprägt ist von
Scheitern, Scham und Schuld, einem simplen Plot verweigert. Mit \""Der
zweite Jakob\"" hat Norbert Gstrein seine virtuose Erzählkunst noch
einmal auf eine höhere Stufe gehoben."
Eurotrash,Christian Kracht,Kiepenheuer & Witsch,2021,Shortlist,"Am Beginn steht eine Erinnerung: vor 25 Jahren irrte in »Faserland« ein
namenloser Ich-Erzähler (war es Christian Kracht?) durch ein von allen
Geistern verlassenes Deutschland, von Sylt bis über die Schweizer Grenze
nach Zürich. In »Eurotrash« geht derselbe Erzähler erneut auf eine Reise
-- diesmal nicht nur ins Innere seines Ichs, sondern in die Abgründe der
eigenen Familie, deren Geschichte sich auf tragische, komische und
bisweilen spektakuläre Weise immer wieder mit der Geschichte dieses
Landes kreuzt.","Hielt man sich in „Faserland\"" die Welt mit ölimprägnierten Jacken vom
Leib, wird hier der Wollpullover zum fadenscheinigen Dingsymbol. Denn
von Verstrickungen bis zurück ins dunkelste Kapitel deutscher Geschichte
handelt Christian Krachts herausragender Roman. „Eurotrash\"" ist ein
raffiniertes, ein tragikomisches und mitunter überraschend zart
erzähltes Stück autofiktionaler Erinnerung, das die psychologischen
Feinheiten einer Mutter-Sohn-Beziehung ergründet und dabei familiäre
Schattenwelten aufsucht, die aus der Vergangenheit in die Gegenwart
ragen. Dem Autor gelingt das seltene Kunststück, eine komplexe
literarische Poetik in stilistischer Virtuosität zum Leuchten zu
bringen."
Identitti,Mithu Sanyal,Carl Hanser Verlag,2021,Shortlist,"Es sind die 2020er Jahre, es ist kompliziert. Und es gibt einen Skandal:
Prof. Dr. Saraswati ist WEISS! Schlimmer geht es nicht. Denn Niveditas
Professorin für Postcolonial Studies in Düsseldorf war eben noch die
Übergöttin aller Debatten über Identität -- und beschrieb sich als
Person of Colour. Während das Netz Saraswati hetzt, stellt Nivedita ihr
intimste Fragen: Sind wir einfach wir selbst, oder vor allem Frauen oder
Männer, Schwarze oder Weiße? Mit Selbstironie und befreiendem Wissen
trifft Mithu Sanyal ins Herz aktueller Identitätsdebatten.","Identitti ist eine Quadratur des Kreises: ein enorm vergnüglicher,
hochenergetischer Diskursroman, bei dessen Lektüre viel zu lernen ist
und der dabei grandios unterhält. Mit leichter Hand erzählt Sanyal von
Bloggerin Nivedita, Studentin an der Düsseldorfer Uni, die ein Skandal
durchschüttelt: Starprofessorin Saraswatis indische Herkunft ist fake!
Ohne jeden Hang zum Denunzieren zeigt der Roman die verschiedenen,
unversöhnlich scheinenden Positionen -- in Dialogen, Blogeinträgen,
fiktiven Tweets realer Zeitgenoss\*innen -- und so gelingt es ihm,
gerade in den verfahrensten Debatten wieder unbändige Freude am
Austausch und der Beweglichkeit im Kopf zu entfachen."
Vati,Monika Helfer,Carl Hanser Verlag,2021,Shortlist,"Ein Mann mit Beinprothese, ein Abwesender, ein Witwer, ein Pensionär,
ein Literaturliebhaber. Monika Helfer umkreist das Leben ihres Vaters
und erzählt von ihrer eigenen Kindheit und Jugend. Von dem vielen Platz
und der Bibliothek im Kriegsopfer-Erholungsheim in den Bergen, von der
Armut und den beengten Lebensverhältnissen in der Südtiroler-Siedlung
mit den vielen Kindern in einer Küche. Von dem, was sie weiß über ihren
Vater, der so schweigsam war wie viele Männer dieser Zeit.","Kein Wort zuviel findet sich in Monika Helfers Roman \""Vati\"", eine
Annäherung an das Leben des Vaters der Autorin. Eine Recherche über die
Möglichkeit, Leben zu erzählen und Herkunft zu begreifen -- die auch die
Initiation einer Autorin beschreibt. Als der Vater versehrt aus dem
Krieg zurückkehrt, lernt er die Mutter kennen und wird Leiter eines
Versehrtenheims in den Bergen. Dort sammelt er Bücher, lebt mit und für
sie. Aber bereits hier zeigt sich, was sich nach dem Tod der geliebten
Frau ausprägt: eine große Abwesenheit, ein umfassendes Schweigen, das
auch das Leben der Kinder prägt. Ein Buch von zärtlicher Traurigkeit --
in dem Gefühl und sprachliche Klarheit vollständig ausgewogen sind."
Zandschower Klinken,Thomas Kunst,Suhrkamp Verlag,2021,Shortlist,"Bengt Claasen sitzt im Auto, sein ganzes Hab und Gut im Kofferraum und
das Halsband seiner verstorbenen Hündin auf dem Armaturenbrett. Dort, wo
es herunterfällt, will er anhalten und ein neues Leben beginnen. Er
landet schließlich in Zandschow, einem Nest im äußersten Norden. Die
Bewohner des Orts rund um „Getränke-Wolf"" folgen einem strengen
Wochenplan. Mit den prekären Verhältnissen mitten in der Pampa finden
sie sich hier nicht mehr ab. Ihr Zandschow ist Sansibar, hier kann man
arm sein, aber paradiesisch leben, in viel Verrücktheit.","Bengt Claasen verschlägt es aus einer Lebenskrise in ein
nordostdeutsches Provinznest. Dort trotzen Menschen mit aufsässigen
Fantasien einer ihnen nicht wohlgesonnenen Realität. Sie haben ihr Dorf
zu Sansibar, ihren Teich zum Ozean umfantasiert, strukturieren ihre
Gegenwelt mit hinreißend absurden Ritualen. „Zandschower Klinken"", oft
einprägsam wie Musik, verströmt Freiheit auch durch seine formale
Radikalität. Politisch aufgeladen, bricht es zugleich mit jeder
Diskursschwere, weil es sich im Spiel mit Wirklichkeit und Sprache keine
Grenzen aufzwingen lässt. Eine bittere, märchenhaft verschlüsselte
Familiengeschichte kontrapunktiert den Ausstieg in die Utopie, und
dennoch: Dieses Buch lässt einen freier atmen."
Blutbuch,,DuMont Buchverlag,2022,Winner,"Die Erzählfigur in \""Blutbuch\"" identifiziert sich weder als Mann noch
als Frau. Aufgewachsen in einem schäbigen Schweizer Vorort, lebt sie
mittlerweile in Zürich, ist den engen Strukturen der Herkunft entkommen
und fühlt sich im nonbinären Körper und in der eigenen Sexualität wohl.
Doch dann erkrankt die Großmutter an Demenz, und das Ich beginnt, sich
mit der Vergangenheit auseinanderzusetzen. Ein Befreiungsakt von den
Dingen, die ungefragt weitergetragen werden: Geschlechter, Traumata,
Klassenzugehörigkeiten.","Die Blutbuche im Garten ist Ursprung und Fluchtpunkt im Leben von Kim,
der non-binären Hauptfigur dieses Romans. Gepflanzt wurde sie zur Geburt
der Großmutter - der Großmeer, wie sie im Berndeutschen genannt wird. Im
Meer dieser Überfigur droht das Kind Kim zu versinken, gleichzeitig ist
sie aber von einer magischen Faszination. Als die Großmeer ihr Wissen
und ihre Dominanz an die Demenz verliert, beginnt Kim eine eigene
Sprache zu bilden: für Identität und Körperlichkeit, für Herkunft und
Prägung. Da es in diesem Gemenge keinen geraden Weg gibt, kann die Form
des Romans nicht linear sein. Sie ist experimentell und gewagt, in einem
Moment jäh derb und obszön, im nächsten wieder zart und intensiv. Sie
nutzt überraschende Ebenen und Sichtweisen. Ein Roman, der berührt und
bewegt."
Dschinns,Fatma Aydemir,Carl Hanser Verlag,2022,Shortlist,"Dreißig Jahre hat Hüseyin in Deutschland gearbeitet, nun erfüllt er sich
endlich seinen Traum: eine Eigentumswohnung in Istanbul. Nur um am Tag
des Einzugs an einem Herzinfarkt zu sterben. Zur Beerdigung reist ihm
seine Familie aus Deutschland nach. Fatma Aydemir erzählt von sechs
grundverschiedenen Menschen, die zufällig miteinander verwandt sind --
und von der unstillbaren Sehnsucht, verstanden zu werden.","Hüseyin Yilmaz war Gastarbeiter der ersten Generation in
Westdeutschland. Nach 30 Jahren pausenloser Schufterei stirbt er in dem
Moment, als er mit Rentenbeginn seinen Traum einer eigenen Wohnung in
Istanbul verwirklicht hatte. Sein Tod vereint die teilweise zerstrittene
Familie in dieser Wohnung -- mit ihren Ängsten, Hoffnungen, ihrer
Verzweiflung. Aydemir lüftet ihre Geheimnisse präzise und einfühlsam.
Die Perspektiven der einzelnen Familienmitglieder zeigen, dass sie trotz
der Unterschiede, die die Generationen trennt, in mindestens einer Sache
nah beieinander sind: dem Gefühl der Heimatlosigkeit. \""Dschinns\""
vereint Fragen nach Identität, Geschlecht und Herkunft ebenso wie die
Themen Rassismus und Diskriminierung, während gleichzeitig ein Teil
jüngerer deutscher Geschichte behandelt wird, der bisher kaum in der
Literatur zu finden ist."
Lügen über meine Mutter,Daniela Dröscher,Kiepenheuer & Witsch,2022,Shortlist,"Eine Kindheit in den 1980er Jahren, in der ein Thema alles beherrscht:
das Körpergewicht der Mutter. Ist diese schöne, eigenwillige,
unberechenbare Frau zu dick? Muss sie dringend abnehmen? Ja, das muss
sie. Entscheidet ihr Ehemann. Er hat die fixe Idee, das Übergewicht
seiner Frau wäre verantwortlich für alles, was ihm versagt bleibt: die
Beförderung, der soziale Aufstieg, die Anerkennung in der
Dorfgemeinschaft. Die Mutter ist dem ausgesetzt, Tag für Tag. Aber sie
hört nicht auf, für die Selbstbestimmung über ihr Leben zu kämpfen.","Hunsrück, Mitte der 1980er Jahre, ein deutsches Frauenleben in der
Provinz. Eigentlich hatte die Tochter schlesischer Flüchtlinge mehr vom
Leben gewollt, doch der karrierebewusste Ehemann kontrolliert
mittlerweile alles: die Haushaltsfinanzen, den tagtäglichen Streit, ihr
Übergewicht, für das sich selbst das eigene Kind schon schämt. Die
Fassade der kleinbürgerlichen Aufsteigerfamilie zerbröckelt endgültig,
als die Mutter in einem skurrilen Akt der Notwehr ihr Erbe verschleudert
und den Herren des Hauses aussperrt. Daniela Dröscher erzählt ihre von
essayistischen Einschüben unterbrochene literarische Mikrosoziologie aus
der Kinderperspektive. Beendet ist die Geschichte vom nicht mehr
wunschlosen Unglück der Mutter erst, wenn ein neues Spiel beginnt -- das
der eigenen Familie."
Nebenan,Kristine Bilkau,Luchterhand Literaturverlag,2022,Shortlist,"Ein kleiner Ort am Nord-Ostsee-Kanal, zwischen Natur, Kreisstadt und
Industrie. Mitten aus dem Alltag heraus verschwindet eine Familie
spurlos. Das verlassene Haus wird zum gedanklichen Zentrum der Nachbarn.
Sie alle kreisen wie Fremde umeinander, scheinbar unbemerkt von den
Nächsten, sie wollen Verbundenheit und ziehen sich doch ins Private
zurück. Ihre Wege kreuzen sich, ihre Geschichten verbinden sich
miteinander, denn sie suchen, wonach wir alle uns sehnen: Geborgenheit,
Zugehörigkeit und Vertrautheit.","Die Keramikkünstlerin Julia führt eine liebevolle Partnerschaft, leidet
aber unter ihrem unerfüllten Kinderwunsch. Astrid, Mutter von drei
erwachsenen Söhnen, will sich langsam aus dem Berufsleben als Ärztin
zurückziehen. Meisterhaft zeigt Kristine Bilkau anhand der Schicksale
zweier Frauen in der norddeutschen Provinz, welche Abgründe in einem
scheinbar alltäglichen Leben lauern. Die Stärke dieses subtil erzählten
Romans liegt in den Details und den kleinen Kippmomenten -- zwischen
Fruchtbarkeitskliniken und verschwundenen Müttern, traumvergessenen
Landschaften und illegalen Müllkippen, zwischen Stillstand und
Veränderung. Nicht nur den Figuren, auch den Lesenden wird immer wieder
der scheinbar sichere Grund unter den Füßen weggezogen. Doch dass Leben
ohne Vertrauen nicht gelingen kann, auch davon erzählt \""Nebenan\""."
Spitzweg,Eckhart Nickel,Picus Verlag,2022,Shortlist,"»Ich habe mir nie viel aus Kunst gemacht.« Als zufriedener Kunstbanause
offenbart sich der Erzähler zu Beginn und berichtet davon, wie Carl,
bewunderter Freund, ihn mit seiner Spitzweg-Begeisterung vom Gegenteil
überzeugt. Als seine Passion so weit geht, dass er auch vor einem
Verbrechen nicht zurückschreckt, wird die einstige Schülerfreundschaft
auf ihre schwerste Probe gestellt. Eine dramatische Suche beginnt.","Eckhart Nickel gelingt mit seinem Roman \""Spitzweg\"" Großes: was als
Schülergeschichte beginnt, wandelt sich zu einer meisterhaften Reflexion
über die Beziehung von Kunst und Leben. Sehr bewusst setzt er sich mit
ästhetischen Fragen auseinander, und indem er die Leser\*innen zu
Schüler\*innen macht, werden auch komplexe Diskurse verständlich.
Sprachlich souverän und voller Ironie spielt \""Spitzweg\"" mit einer
übertriebenen Gelehrsamkeit, mit verschachtelten Satzkonstruktionen und
einem antiquiert anmutenden Vokabular. Dabei ist der Roman aller
philosophischen Tiefe zum Trotz äußerst temporeich, in manchen Passagen
gar komödiantisch. Ein großes intelligentes Lesevergnügen, das uns
veranschaulicht, wie auch über Kultur diskutiert werden kann."
Trottel,Jan Faktor,Kiepenheuer & Witsch,2022,Shortlist,"Das Leben eines selbsternannten Trottels, erzählt von ihm selbst: In
Prag studiert er Informatik, hält aber nicht lange durch. Nach einer
denkwürdigen Begegnung mit der \""Teutonenhorde\"" zu der auch seine
spätere Frau gehört, zieht er nach Ostberlin, taucht ein in die
Undergroundszene vom Prenzlauer Berg, gründet eine Familie, erlebt die
DDR-Doktrin und die Nachwendejahre. Doch alle Erinnerungen durchzieht
eine dunkle Spur: die des Sohnes, der mit dreiunddreißig Jahren den
Suizid wählen und dessen Tod alles aus den Angeln heben wird.","Jan Faktors Roman \""Trottel\"" verbindet Zeitgeschichte und
Lebensgeschichte auf sehr besondere Weise: Er beschreibt den Weg eines
Außenseiters von Prag nach Berlin, vom Arbeitnehmer im realexistierenden
Sozialismus zu einem Schriftsteller, der literarische Trauerarbeit
leistet. Im Kern des Romans steht der Verlust eines Sohnes. Faktor
gelingt das große Kunststück, mit einer Geschichte über Trauer Witz zu
erzeugen. Er zielt auf die DDR ebenso wie auf die bundesdeutsche
Gegenwart, auf den Literaturbetrieb und nicht zuletzt auf das
eingestandene \""Trotteltum\"" seines Erzählers. Dabei entsteht ein
provokanter, bisweilen verstörender Schelmenroman über die Frage, \""ob
ein Trottel im Leben glücklich werden kann\"". Es ist ein Buch, das auch
gnadenlose, aber sehr hilfreiche Kritik an unserer Gesellschaft übt."
Echtzeitalter,Tonio Schachinger,Rowohlt Verlag,2023,Winner,"Ein elitäres Wiener Internat, untergebracht in der ehemaligen Sommerresidenz der Habsburger, der Klassenlehrer ein antiquierter und despotischer Mann. Was lässt sich hier fürs Leben lernen? Till Kokorda kann weder mit dem Kanon noch mit dem snobistischen Umfeld viel anfangen. Seine Leidenschaft ist das Gamen, konkret: das Echtzeit-Strategiespiel Age of Empires 2. Nach dem Tod seines Vaters wird für ihn aus dem Hobby eine Notwendigkeit. Ohne dass jemand aus seinem Umfeld davon wüsste, ist Till mit fünfzehn eine Online-Berühmtheit, der jüngste Top-10-Spieler der Welt. Nur: Wie real ist so ein Glück? Im Abschlussjahr 2020 kommt für Till, in der Schule und im Leben, alles noch einmal anders als gedacht.","Tonio Schachingers „Echtzeitalter“ gelingt das Kunststück, als Coming-of-Age-Roman ebenso einfühlsam wie dezent zu sein. Stilistisch brillant, aber nie aufdringlich wird die Geschichte des Wiener Gymnasiasten Till erzählt: Zerfall der Familie, Freundschaften, erste Liebe, der diabolische Klassenlehrer Dolinar und seine despotischen, aber auch prägenden Lektionen über Literatur und Sprache. Eine Analyse österreichischer Gesellschaft, die an Klarheit und Schärfe Thomas Bernhard in nichts nachsteht und doch im Ton eher leise und sanft bleibt. Nicht zuletzt: eine literarische Reflexion der Welt von Computer-Echtzeitgames, die in ihrer Feinheit, Luzidität und Klischeefreiheit ihresgleichen sucht."
Die Möglichkeit von Glück,Anne Rabe,Klett-Cotta,2023,Shortlist,"Stine kommt Mitte der 80er Jahre in einer Kleinstadt an der ostdeutschen Ostsee zur Welt. Sie ist ein Kind der Wende. Um den Systemwechsel in der DDR zu begreifen, ist sie zu jung, doch die vielschichtigen ideologischen Prägungen ihrer Familie schreiben sich in die heranwachsende Generation fort. Während ihre Verwandten die untergegangene Welt hinter einem undurchdringlichen Schweigen verstecken, brechen bei Stine Fragen auf, die sich nicht länger verdrängen lassen. Anne Rabe hat ein ebenso hellsichtiges wie aufwühlendes Buch von literarischer Wucht geschrieben. Sie geht den Verwundungen einer Generation nach, die zwischen Diktatur und Demokratie aufgewachsen ist, und fragt nach den Ursprüngen von Rassismus und Gewalt.","Anne Rabe beschreibt eine Kindheit an der ostdeutschen Peripherie, ein Aufwachsen im Chaos der Wende- und Nachwendezeit, die Eskalation der Gewalt der 1990er Jahre. Die Elterngeneration verzweifelt am Ankommen in der neuen Realität. Durch aufwendige Archivarbeit belegt Anne Rabe, wie stark das kulturelle Klima der DDR beeinflusst war von unaufgearbeiteten Kriegserfahrungen. Durch diese scharfe Analyse und eine hochemotional erzählte Familiengeschichte gelingt ihr damit ein aufrüttelnder Beitrag zu aktuellen Debatten über die Ursprünge von Gewalt und Menschenfeindlichkeit."
Drifter,Ulrike Sterblich,Rowohlt Hundert Augen,2023,Shortlist,"Wenzel und Killer sind Freunde seit Ewigkeiten und stehen mitten im Leben, Killer als PR-Chef einer großen Firma, Wenzel betreut die Social-Media-Kanäle eines TV-Senders. Doch alles ändert sich, als Vica in ihr Leben tritt: eine Frau in goldenem Kleid, meist begleitet von zwei treuen Adjutanten und einem riesigen Zottelhund. Mit jeder Begegnung ploppen neue Fragen auf: Woher weiß sie so viel über Wenzel und Killer? Wieso besitzt sie ein Exemplar des neuen Buchs von Drifter, einer ominösen Schriftstellerfigur, obwohl es überhaupt noch nicht auf dem Markt ist? Und wo hat ihr Hund das Tanzen gelernt? Als Vica schließlich auch noch den Wohnblock ihrer Kindheit in Beschlag nimmt, gerät die Welt der beiden Freunde ins Wanken. Virtuos, ja geradezu fantastisch erzählt Ulrike Sterblich von zwei Freunden, deren Wirklichkeit sich zunehmend verschiebt.","„Drifter“ von Ulrike Sterblich ist ein einziger furioser Ritt. Eine bitterböse Satire auf den Literaturbetrieb, die PR-Branche, Kunst, Social Media, Aktienmanager und Heldenverehrung. Gleichzeitig erzählt das Buch von der tiefen Freundschaft zwischen den Protagonisten Wenzel und Killer – einer Männerfreundschaft, wie man sie selten gelesen hat. Einzigartig ist die mephistophelische Figur der Vica: Unvergesslich, enigmatisch und verführerisch. Falsche Fährten legend führt Sterblich uns vergnüglich an der Nase herum. Eine meisterhafte Geschichte über das große Nichts."
Maman,Sylvie Schenk,Carl Hanser Verlag,2023,Shortlist,"Eine Annäherung an die eigene Mutter und eine schmerzhafte Abrechnung: 1916 wird Sylvie Schenks Mutter geboren, die Großmutter stirbt bei der Geburt. Angeblich war diese eine Seidenarbeiterin, wie schon die Urgroßmutter. Aber stimmt das? Und welche Geschichte wird den Nachkommenden mit auf den Weg gegeben? Als Kind leidet Sylvie Schenk unter dieser Unklarheit, als Schriftstellerin ist sie deshalb noch immer von großer Unruhe geprägt. Mit poetischer Präzision spürt sie den Fragen nach, die die eigene Familiengeschichte offenlässt.","Sylvie Schenk begibt sich mit ihrem neuen Buch auf eine Spurensuche, die zur Lebensgeschichte ihrer Mutter, ihrer Familie und damit zu ihren eigenen Wurzeln, ihrem eigenen Wesen führt. Kunstvoll verwebt sie dabei Fakten und Fiktionen und verdichtet sie zu einer literarischen Biografie, die der Sprachlosigkeit der Mutter eine Erzählung entgegensetzt, in der auch Armut, Scham, Trauma und Zweifel ihren Ausdruck finden. So entsteht ein stiller Text voller Wucht, der ohne Sentimentalität, aber mit großem Einfühlungsvermögen und historischer Neugier das zu erkunden versucht, was wir Herkunft nennen."
Muna oder Die Hälfte des Lebens,Terézia Mora,Luchterhand Literaturverlag,2023,Shortlist,"Es ist der Sommer 1989, kurz vor dem Mauerfall. Muna lebt in der DDR und steht vor dem Abitur, als sie Magnus kennenlernt, Französischlehrer und Fotograf. Mit ihm, dem deutlich älteren Mann, verbringt sie eine Nacht. Dann verschwindet er. Erst sieben Jahre später begegnen sich die beiden zufällig in Berlin wieder, und sie werden ein Paar. Doch schon auf der ersten gemeinsamen Ferienreise nach Island brechen Risse in ihrer Beziehung auf. Muna erkennt Magnus nicht wieder - seine Gefühlskälte, seine Unberechenbarkeit, seine Unbeherrschtheit. Sie sieht über ihre verletzten Gefühle hinweg, redet sich ein, dass alles besser wird. Muna verschließt die Augen vor der Wahrheit – immer und immer wieder.","Eine junge Frau verfällt einem Mann. Die Frau heißt Muna, der Mann heißt Magnus, und was die beiden miteinander verbindet, ist keine reine, sondern eine vergiftete Liebe. Für dieses Zusammensein zahlt Muna einen hohen Preis. Wie viel Kälte kann ein Mensch ertragen, ohne zu zerbrechen, ohne sich ganz und gar zu verlieren? Terezia Mora schenkt uns mit Muna eine eigensinnige, mutige Protagonistin, die sich trotz ihrer Stärke in eine toxische Beziehung stürzt. Es geht um Verführung, Missbrauch, seelische Gewalt und Selbstermächtigung. Moras schnörkellose, lakonische Prosa entfaltet vom ersten Satz an einen Sog, dem man sich nicht entziehen kann. „Muna oder die Hälfte des Lebens“ ist ein Roman, der nachhallt."
Vatermal,Necati Öziri,Claassen,2023,Shortlist,"Necati Öziri schreibt eine Familiengeschichte über einen Sohn, eine Mutter und eine Schwester, deren Leben und Körper gezeichnet sind von sozialen und politischen Umständen. Und er schreibt über einen abwesenden Vater. Er wendet sich an seinen Vater, den er nie kennengelernt hat. Ein Roman von radikaler Wahrheit, Wut, Kraft, Liebe und Sehnsucht – und das dringlichste Debüt des Jahres.","Der junge Arda liegt mit Organversagen im Krankenhaus und schreibt zum Abschied einen Brief an den abwesenden Vater, den er nie kennengelernt hat. Darin lässt er sein bisheriges Leben Revue passieren: Konflikte mit der alkoholkranken Mutter, eine Schwester, die von zuhause abhaut, endlose Stunden auf dem Ausländeramt, aber auch die erste Liebe und die gemeinsame Zeit mit den Freunden Savaş, Bojan und Danny. Mit „Vatermal“ fängt Necati Öziri den Sound der Straße ein: wütend, schlagfertig, witzig und zart. Seine jugendlichen Helden suchen Orientierung in einer Gesellschaft, in der sie nie wirklich ankommen. Öziri öffnet uns für diese deutsche Realität die Augen."
"Hey guten Morgen, wie geht es dir?",Martina Hefter,Klett-Cotta,2024,Winner,"Juno chattet mit Männern, die Frauen online ihre Liebe gestehen und so versuchen, sie um ihr Geld zu bringen. Doch statt darauf hereinzufallen, werden genau diese Männer zu einer Form von Freiheit für Juno. In den Gesprächen kann sie sein, wer sie will und sagen, was sie will. Ganz im Gegensatz zu ihrem sonstigen Leben, in dem sie immer unterwegs, immer besorgt um ihren kranken Mann Jupiter, immer beschäftigt und eingebunden ist. Also flüchtet Juno ins Internet und spielt dort Spielchen mit Männern, die sie anlügen und wird selbst zur Lügnerin. Aber ist es nicht so, dass man sich beim Lügen zuallererst selbst belügt? Juno trifft auf Benu, der ihre Behauptungen ebenso durchschaut wie sie seine. Und trotz der Entfernung zwischen ihnen entsteht eine Verbindung.","Die Protagonistin Juno ist nicht mehr jung, als Performancekünstlerin kann sie sich gerade so finanzieren, zudem kümmert sie sich um ihren MS-kranken Mann Jupiter, mit dem sie in Leipzig zusammenlebt. Als sie auf Instagram von einem Lovescammer aus Nigeria umworben wird, der auf die Einsamkeit und das Geld älterer Frauen spekuliert, entspinnt sich ein Austausch – immer unklarer wird, wo das „wahre“ Leben stattfindet, woran man „echte“ Liebe eigentlich erkennt. Martina Hefter erzählt von Junos Zerrissenheiten auf beeindruckende Weise: alltagsnah und reflektiert, lebensklug und poetisch, zart und unsentimental."
